job_zone,education,isco08,Name_de,Berufshauptgruppe,s10,s1,s4,s11,s22,s6,s19,s18,s3,s15,s2,s31,s32,s16,s25,s23,s30,s5,s7,s12,s13,s24,s35,s21,s28,s29,s33,s8,s9,s14,s17,s20,s26,s27,s34,a1,a6,a11,a4,a8,a20,a35,a42,a51,a52,a7,a29,a45,a47,a17,a26,a27,a48,a13,a16,a21,a23,a32,a37,a50,a2,a5,a3,a25,a38,a10,a15,a18,a30,a46,a9,a12,a14,a19,a22,a24,a31,a33,a34,a36,a39,a41,a43,a44,a28,a40,a49,fo_probability,fo_computerisation
1,3,3117,Bergbau- und Hüttentechniker,3,53,72,50,56,50,60,53,41,66,38,53,53,13,38,41,56,53,63,50,50,53,19,50,19,13,22,72,53,50,56,44,53,41,0,25,66,38,56,56,78,41,50,47,28,16,75,28,16,35,44,25,31,44,69,53,56,50,53,35,22,69,75,41,47,19,53,63,53,50,19,44,75,69,66,25,50,47,25,28,25,47,53,0,50,47,25,25,0.24,na
3,3,3254,Augenoptiker,3,50,69,56,56,19,50,28,63,72,44,75,35,13,56,13,38,47,63,50,47,41,22,25,28,22,25,41,50,56,50,44,38,28,0,22,75,47,69,69,66,31,50,38,0,0,72,0,0,22,50,19,16,22,50,53,44,44,50,22,0,75,69,31,28,10,50,66,47,50,0,47,66,60,47,0,53,41,0,22,0,47,50,0,47,60,31,22,0.71,na
4,9,2267,Optometristen und Orthoptisten,2,60,78,72,75,69,56,50,56,78,50,75,31,22,56,0,28,50,78,56,56,53,22,25,28,28,28,38,60,60,53,53,50,0,0,0,78,47,69,69,78,25,53,35,0,0,75,0,0,25,50,3,6,25,75,69,72,44,53,25,0,75,75,35,25,3,56,72,50,50,0,53,75,72,56,0,53,31,0,22,0,47,53,0,50,66,25,19,0.14,na
1,3,4419,"Bürokräfte und verwandte Berufe, anderweitig nicht genannt",4,53,63,50,53,0,53,31,63,75,47,72,16,10,50,0,16,50,53,47,35,35,6,13,13,16,19,31,47,50,50,28,28,0,0,0,75,31,75,72,63,25,38,13,0,0,75,3,0,3,44,16,10,10,53,53,50,47,53,19,0,75,69,31,35,0,50,60,28,19,0,38,53,56,41,0,22,6,3,0,0,47,16,0,41,22,25,3,0.98,na
1,3,8183,"Bediener von Verpackungs-, Abfüll- und Etikettiermaschinen",8,44,47,47,41,0,53,28,35,50,31,44,50,3,31,47,56,28,47,47,41,28,10,44,0,6,6,47,44,50,35,31,28,25,0,35,53,28,50,50,53,50,38,31,25,31,53,28,25,50,47,28,41,50,47,47,50,28,53,47,25,53,47,25,47,16,50,41,50,53,25,31,47,50,47,25,56,50,38,44,22,28,53,3,28,50,38,38,0.98,na
1,3,9321,Verpacker,9,31,41,28,25,0,50,22,28,44,16,41,25,10,16,10,28,25,44,31,22,25,3,19,3,6,13,31,25,41,28,19,22,16,0,6,47,16,50,41,53,53,28,38,22,25,56,22,13,28,22,38,44,25,38,35,28,25,35,22,13,50,28,25,28,10,44,25,31,50,19,22,41,44,28,25,44,50,38,50,13,25,35,13,25,44,28,22,0.38,na
1,3,7131,Maler und verwandte Berufe,7,47,47,50,28,13,47,28,38,50,28,38,28,0,28,10,31,28,50,50,25,28,13,28,16,22,25,31,31,47,35,31,28,22,0,16,50,31,47,50,47,60,56,35,25,25,56,56,22,25,31,41,56,28,47,35,35,25,25,28,25,53,50,13,25,3,47,31,44,53,22,28,50,47,50,50,63,50,50,50,22,25,50,6,28,47,25,25,0.75,na
1,3,5223,Verkäufer  in Handelsgeschäften,5,50,66,60,50,0,53,31,66,75,47,75,25,10,69,22,31,44,56,50,47,35,13,25,6,13,28,28,47,47,47,28,28,28,0,22,75,44,69,66,56,44,44,19,22,3,72,22,13,19,44,22,31,19,56,53,50,47,50,28,16,75,69,41,41,16,50,60,44,47,16,44,50,63,47,25,47,44,25,41,19,47,28,0,44,50,19,22,0.92,na
1,3,5112,Schaffner,5,41,50,69,38,0,56,22,72,69,47,69,35,10,50,0,38,28,47,38,38,16,10,25,10,10,10,31,41,50,41,28,25,0,0,0,69,31,66,66,63,41,41,35,13,16,47,31,13,10,44,25,28,19,50,47,44,28,38,38,10,69,50,28,41,28,50,41,31,35,13,25,60,44,44,35,35,38,35,35,13,31,35,0,31,28,10,25,0.029,na
3,2,4313,Bürokräfte in der Lohnbuchhaltung,4,47,72,47,53,0,50,28,50,69,25,53,0,22,25,0,22,56,53,47,31,31,10,0,6,6,0,16,50,44,44,25,25,0,0,0,66,28,50,50,56,25,25,0,0,0,69,0,0,0,25,10,0,0,53,47,44,25,47,25,0,72,72,28,25,0,50,69,25,25,0,28,53,60,28,0,22,0,0,0,0,60,13,0,63,25,19,0,0.97,na
2,2,2412,Finanz- und Anlageberater,2,72,75,66,75,22,53,56,69,75,50,75,0,19,66,0,25,60,72,50,50,47,19,0,38,50,25,19,69,53,60,31,56,0,0,0,75,50,72,75,66,10,25,16,0,0,72,0,0,0,41,0,0,0,72,56,47,41,47,22,0,75,75,41,22,0,50,75,22,0,0,56,72,56,44,0,0,0,0,0,0,69,0,0,69,19,3,0,0.23,na
4,9,2262,Apotheker,2,69,75,66,72,60,72,50,66,75,47,75,13,13,47,0,31,56,72,66,60,53,16,19,41,35,44,41,66,60,66,60,50,6,0,0,81,41,69,69,75,31,50,22,0,6,75,6,0,6,50,10,28,6,72,72,47,47,53,16,0,78,78,50,31,3,53,72,31,50,0,53,72,69,50,22,47,28,22,25,0,56,28,3,56,53,19,3,0.012,na
3,10,3431,Fotografen,3,53,53,53,47,19,53,38,56,69,44,69,31,16,47,22,41,25,53,50,47,47,22,28,44,16,22,38,53,50,53,44,35,31,10,13,72,72,50,56,60,31,66,44,22,6,75,22,16,35,44,19,25,38,50,53,50,35,44,19,3,66,56,25,19,6,50,50,72,50,16,56,53,50,72,22,50,44,19,25,25,25,47,0,25,47,28,25,0.021,na
1,3,8132,Bediener von Anlagen für fotografische Erzeugnisse,8,50,56,47,44,16,53,44,56,60,47,56,53,35,47,44,63,25,53,50,44,38,25,47,13,25,28,60,53,44,47,31,38,44,10,35,63,44,50,53,53,38,66,28,3,3,69,22,6,35,47,28,41,38,53,50,56,38,53,28,0,66,60,35,38,28,56,50,53,53,0,38,56,56,44,22,56,35,35,31,0,38,56,3,35,50,25,19,0.99,na
3,6,3255,Physiotherapeutische Techniker und Assistenten,3,53,56,69,56,35,69,44,56,75,31,69,28,19,50,19,44,31,56,50,53,47,22,28,22,22,22,41,53,53,56,41,44,28,0,16,78,44,72,72,69,50,28,25,0,19,69,28,0,25,47,31,47,25,56,50,44,38,50,28,0,75,69,28,35,16,56,56,50,50,0,50,56,53,50,35,53,50,38,53,0,25,35,0,25,50,28,19,0.018,na
3,8,3213,Pharmazeutische Techniker und Assistenten,3,53,69,53,50,22,53,35,53,75,25,69,28,13,38,0,31,50,56,50,31,47,19,19,19,19,28,28,53,50,53,38,28,0,0,0,75,28,72,60,69,47,44,19,0,22,75,25,0,3,50,25,28,13,50,66,47,31,53,19,0,75,75,35,41,3,50,53,28,50,0,38,53,69,47,25,50,25,28,25,0,53,28,0,47,53,25,13,0.92,na
1,3,7126,Bauspengler und Sanitär- und Heizungsinstallateure,7,44,47,47,25,10,47,25,28,53,31,47,56,0,31,44,53,28,50,44,31,28,16,47,10,19,22,50,38,50,35,31,25,44,38,47,56,31,50,50,53,53,31,53,31,22,60,38,25,50,31,35,56,53,47,50,38,31,44,31,25,66,50,25,35,25,50,41,50,53,25,31,50,50,47,38,66,53,47,53,25,28,66,6,28,50,19,31,0.35,0
1,1,8122,"Bediener von Anlagen zur Metallveredlung, Plattierung und Beschichtung von Metallen",8,47,53,41,44,25,53,25,31,53,35,50,53,0,35,35,56,25,50,50,31,31,10,35,22,13,22,50,41,50,28,28,25,28,3,31,53,31,50,53,56,50,41,41,16,22,60,25,13,31,35,25,47,31,50,50,50,28,50,41,16,56,47,25,44,16,50,44,38,56,13,35,50,50,44,28,56,53,38,50,13,25,60,3,25,50,25,25,0.91,na
2,2,2641,Autoren und verwandte schriftstellerische Berufe,2,60,81,53,94,10,47,31,38,72,38,66,6,16,47,0,13,13,69,47,31,47,16,0,22,13,13,13,60,47,63,19,28,10,0,0,69,81,53,56,47,19,19,0,0,0,75,0,0,0,16,16,0,0,63,56,44,38,25,28,0,69,78,25,16,0,50,91,47,22,0,81,60,56,44,0,25,0,0,0,0,16,22,0,19,47,22,0,0.038,na
3,3,7321,Techniker in der Druckvorstufe,7,50,50,47,47,16,53,35,41,53,41,53,41,19,47,35,50,25,53,53,44,35,19,28,25,13,19,44,50,50,47,31,35,28,0,28,53,41,50,50,56,13,56,25,0,0,69,0,0,25,25,6,10,22,56,53,50,28,50,22,0,53,53,25,28,0,50,47,56,44,0,41,50,53,38,0,47,16,0,10,0,25,50,0,31,47,25,16,0.97,na
5,1,9121,Handwäscher und Handbügler,9,28,25,25,19,0,35,16,22,25,19,28,50,0,19,31,38,16,38,38,6,19,13,31,13,13,13,28,31,25,28,13,22,25,6,19,31,22,31,25,41,50,31,35,0,35,56,22,0,47,16,44,47,50,35,31,28,22,31,28,0,38,22,22,28,16,38,22,28,66,0,25,38,38,38,28,60,53,41,38,0,16,56,16,16,53,31,31,0.81,na
1,3,7323,Berufe in der Druckweiterverarbeitung und Buchbinder,7,53,53,41,44,3,53,38,41,47,28,50,47,16,28,47,60,28,56,47,47,38,16,41,6,16,16,50,50,47,38,38,35,38,22,47,60,35,53,56,63,53,44,38,25,10,63,31,19,44,38,41,44,47,53,47,47,35,47,38,22,60,53,35,41,35,53,47,56,60,25,38,56,50,44,31,60,50,38,44,19,25,53,13,25,63,28,28,0.95,na
1,3,7322,Drucker,7,53,53,44,35,0,56,31,28,53,25,53,56,13,35,53,66,28,53,53,31,28,13,53,16,16,28,72,50,50,47,28,31,38,3,53,53,35,53,53,60,47,50,38,10,22,75,22,0,47,38,22,47,47,50,50,50,28,50,38,6,53,53,28,41,10,53,44,53,56,6,41,53,53,50,25,56,53,31,50,6,25,63,3,25,53,31,38,0.83,na
2,2,4413,"Kodierer, Korrekturleser und verwandte Bürokräfte",4,38,81,31,66,3,47,25,19,53,19,56,0,6,22,0,0,22,50,44,19,25,0,0,10,0,0,35,35,31,38,16,25,0,0,0,63,22,50,50,56,16,19,0,0,0,72,0,0,0,22,10,0,3,44,38,38,28,53,13,0,69,85,25,16,0,47,66,28,22,0,25,53,50,19,0,22,0,0,0,0,10,10,0,25,25,10,0,0.84,na
1,3,4110,Allgemeine Bürokräfte,4,63,75,66,66,0,66,31,53,72,47,75,0,10,47,0,6,50,69,50,38,35,13,0,22,35,35,16,63,53,56,44,31,0,0,0,75,35,60,66,63,19,25,0,0,0,72,0,0,0,38,13,13,0,63,50,31,28,44,22,0,75,72,25,25,6,47,69,25,16,0,47,63,69,28,0,16,13,0,13,0,38,0,0,53,16,13,0,0.98,na
1,3,8312,"Bediener von Sicherungs-, Signal- und Leittechnik im Schienennetzbetrieb",8,63,53,47,50,13,69,50,47,63,38,69,56,13,50,3,60,31,66,63,47,44,10,31,22,19,22,50,56,69,50,50,50,0,0,0,75,41,66,66,72,44,44,50,38,38,66,44,22,47,50,25,38,56,60,53,50,44,53,47,22,72,56,31,53,0,53,53,53,44,31,41,60,63,66,38,47,47,38,41,31,35,53,0,35,44,22,41,0.029,na
1,3,4225,Auskunftspersonal,4,35,53,53,50,0,47,25,66,69,31,72,0,10,41,0,16,25,53,47,41,28,0,10,3,10,10,22,44,50,44,25,25,0,0,0,75,35,72,69,44,10,25,6,3,0,53,0,0,0,47,3,0,0,44,41,35,28,41,28,0,72,66,38,31,0,50,60,28,25,0,38,41,44,44,0,25,13,0,6,3,38,25,0,35,31,6,0,0.96,na
1,3,4226,Empfangskräfte (allgemein),4,35,53,53,50,0,47,25,66,69,31,72,0,10,41,0,16,25,53,47,41,28,0,10,3,10,10,22,44,50,44,25,25,0,0,0,75,35,72,69,44,10,25,6,3,0,53,0,0,0,47,3,0,0,44,41,35,28,41,28,0,72,66,38,31,0,50,60,28,25,0,38,41,44,44,0,25,13,0,6,3,38,25,0,35,31,6,0,0.96,na
1,3,9611,Arbeiter in der Abfall- und Wertstoffsammlung,9,35,41,38,38,0,38,10,35,47,25,47,50,0,25,44,50,0,44,38,22,10,0,38,3,0,0,31,35,41,31,25,10,19,0,38,47,13,47,47,47,53,47,44,35,28,50,35,35,41,41,41,50,53,38,44,35,25,35,44,25,50,38,25,44,22,44,38,38,53,38,19,41,47,50,41,56,60,44,56,44,0,47,0,0,44,16,41,0.029,na
1,3,9612,Arbeiter in der Abfallsortierung,9,35,41,38,38,0,38,10,35,47,25,47,50,0,25,44,50,0,44,38,22,10,0,38,3,0,0,31,35,41,31,25,10,19,0,38,47,13,47,47,47,53,47,44,35,28,50,35,35,41,41,41,50,53,38,44,35,25,35,44,25,50,38,25,44,22,44,38,38,53,38,19,41,47,50,41,56,60,44,56,44,0,47,0,0,44,16,41,0.93,na
1,1,7214,Baumetallverformer und Metallbauer,7,47,41,38,22,6,47,28,25,41,22,41,47,0,22,19,44,35,50,44,31,31,19,25,22,16,19,41,44,53,35,28,22,25,3,16,47,28,44,35,53,72,35,47,35,41,60,50,19,41,38,53,63,56,47,50,47,25,41,35,22,47,38,25,47,31,44,22,50,66,22,35,50,50,47,50,63,69,60,72,25,28,56,22,28,56,35,44,0.83,na
1,3,7215,Verspannungsmonteure und Seilspleisser,7,50,53,44,35,10,53,28,35,53,28,50,56,0,31,44,53,16,53,50,28,16,13,47,28,10,10,47,50,53,41,38,28,47,25,44,50,35,53,50,69,56,44,60,31,22,60,50,25,38,44,31,53,53,50,50,44,25,50,47,25,56,50,25,50,19,50,35,53,53,25,35,50,56,56,50,50,60,47,53,31,16,60,3,13,50,31,44,0.89,na
1,3,4120,Sekretariatskräfte (allgemein),4,50,72,50,69,0,53,25,63,75,35,75,6,16,31,0,22,25,50,63,28,28,13,0,22,16,19,22,47,53,47,41,25,0,0,0,75,25,69,69,53,19,25,0,0,0,72,0,0,0,47,3,0,0,50,50,25,25,31,22,0,75,75,28,22,0,50,75,28,25,0,38,50,66,31,0,25,0,0,0,0,28,22,0,25,28,28,0,0.96,na
1,3,8172,Bediener von Anlagen zur Holzaufbereitung,8,44,35,38,19,6,50,25,22,44,22,41,53,3,22,44,53,25,50,44,25,25,10,50,22,13,19,50,41,41,28,25,25,25,13,41,47,22,41,47,56,53,44,50,22,25,60,22,16,56,22,28,38,56,50,47,44,22,47,31,19,47,38,22,47,10,53,28,47,60,25,22,50,44,50,28,60,53,53,50,16,28,66,10,25,56,28,38,0.86,na
2,2,2330,Lehrkräfte im Sekundarbereich,2,69,75,72,69,25,72,53,53,75,53,78,10,19,50,0,16,47,72,60,78,75,19,0,16,19,22,22,63,63,66,44,53,10,0,0,81,66,75,75,72,31,25,16,0,0,69,0,0,0,47,0,0,0,66,53,47,47,47,22,3,78,75,50,31,0,50,72,47,10,0,66,75,66,50,6,13,3,6,0,0,44,0,0,50,22,10,3,0.0078,na
3,7,2354,Musiklehrer,2,50,53,53,50,10,53,31,50,60,28,66,16,19,41,0,22,25,53,47,60,60,19,16,22,6,13,25,47,50,53,38,31,0,0,0,75,50,56,66,50,28,25,19,3,0,53,16,0,6,35,19,22,6,50,50,41,25,28,16,0,72,53,38,25,6,41,53,38,22,0,50,53,53,38,16,25,19,22,19,0,25,19,0,25,25,16,13,0.13,na
3,7,2355,Kunstlehrer,2,50,53,53,50,10,53,31,50,60,28,66,16,19,41,0,22,25,53,47,60,60,19,16,22,6,13,25,47,50,53,38,31,0,0,0,75,50,56,66,50,28,25,19,3,0,53,16,0,6,35,19,22,6,50,50,41,25,28,16,0,72,53,38,25,6,41,53,38,22,0,50,53,53,38,16,25,19,22,19,0,25,19,0,25,25,16,13,0.13,na
3,8,3151,Technische Schiffsoffiziere,3,53,56,47,53,38,66,50,41,63,25,63,72,19,25,69,72,28,72,50,44,41,19,69,19,19,25,53,63,50,50,47,47,53,35,66,69,50,63,66,75,50,50,41,25,16,69,31,19,47,47,28,56,53,56,53,53,50,60,53,28,69,63,35,53,22,60,53,56,56,22,50,69,56,50,28,60,60,38,44,28,31,69,3,38,60,31,47,0.029,na
5,3,9129,Sonstiges Reinigungspersonal,9,44,44,44,38,6,47,28,44,50,35,44,72,0,35,50,66,35,53,50,38,41,22,50,13,25,25,50,47,47,44,35,31,41,25,50,53,31,44,41,63,50,47,60,41,31,56,38,25,47,47,47,53,56,50,44,63,38,50,56,28,63,44,35,50,22,50,38,50,69,31,38,53,47,53,44,63,63,41,53,41,35,66,16,28,47,41,47,0.83,na
2,2,1344,Führungskräfte in der Erbringung von Dienstleistungen der sozialen Institutionen,1,72,69,75,69,31,72,69,75,72,56,69,25,19,56,0,28,41,72,72,63,66,22,13,41,41,35,25,72,72,72,72,69,0,0,0,85,69,72,72,75,19,35,19,0,0,53,6,0,0,47,6,10,0,69,50,50,41,44,25,0,78,75,44,28,0,47,72,38,13,0,66,72,63,47,3,25,10,10,3,0,47,25,0,47,31,13,0,0.0067,0
1,1,7533,"Näher, Sticker und verwandte Berufe",7,50,38,38,35,0,41,25,35,41,28,41,38,0,31,0,41,35,44,47,31,31,16,25,25,22,35,38,44,31,38,35,22,6,0,0,41,41,44,41,47,13,47,41,0,0,63,0,0,38,28,10,6,28,44,53,44,28,44,35,0,41,38,28,35,0,47,35,56,78,0,41,47,53,44,3,81,53,3,28,0,35,56,3,31,78,41,35,0.96,na
1,3,8156,Bediener von Maschinen zur Schuhherstellung und verwandte Berufe,8,47,50,28,22,3,47,28,22,50,19,47,50,0,22,44,56,28,50,41,22,19,10,44,22,19,19,50,38,31,25,25,25,41,0,41,50,28,47,47,50,47,38,41,0,3,63,25,0,44,28,35,47,41,47,47,38,25,41,44,0,56,47,19,28,0,44,28,44,60,0,31,47,47,47,25,63,44,35,41,16,25,63,0,25,53,35,35,0.97,na
1,3,7513,Molkerei- und Käsereifachkräfte,7,50,50,44,47,38,53,41,35,50,28,47,53,19,38,47,69,41,53,50,41,44,22,47,19,22,25,53,47,47,47,44,25,35,25,47,50,28,50,47,63,50,50,44,25,28,72,50,25,50,38,38,50,56,50,50,53,38,69,50,28,53,47,35,47,19,53,41,50,50,25,31,50,60,50,38,60,53,41,53,35,41,53,3,41,50,38,38,0.88,na
2,2,3412,Soziale Fachkräfte,3,56,69,75,66,19,66,44,72,75,50,75,25,16,60,0,25,25,66,50,47,47,19,3,25,25,25,22,56,69,56,31,47,0,0,0,75,50,66,72,72,25,25,25,16,0,56,19,6,6,44,22,22,13,56,50,50,44,44,25,0,72,72,44,31,19,50,72,28,13,10,56,72,50,44,19,13,25,22,22,10,25,16,0,25,19,6,13,0.13,na
4,2,2352,Lehrkräfte im Bereich Sonderpädagogik,2,60,72,72,69,25,69,53,66,75,47,78,0,19,50,0,19,31,72,53,66,69,13,10,19,6,16,22,56,56,66,41,53,3,0,0,78,47,63,75,75,35,28,22,6,0,60,25,0,0,50,25,25,0,69,50,41,38,38,31,10,75,75,38,44,19,60,69,31,28,3,56,72,60,47,28,28,22,25,25,6,25,16,3,25,25,22,10,0.0077,na
3,8,8182,Bediener von Dampfmaschinen und -kesseln,8,53,53,44,47,31,53,41,28,56,35,50,60,10,38,56,75,28,56,50,44,28,13,56,16,13,22,53,53,53,53,35,47,38,28,56,63,35,50,50,69,38,44,35,28,16,72,25,13,35,44,28,38,53,56,53,47,35,56,47,25,66,53,31,53,16,53,50,47,53,28,41,56,56,50,28,53,53,28,44,25,28,53,0,28,53,28,38,0.89,na
2,2,1324,"Führungskräfte in der Beschaffung, Logistik und in verwandten Bereichen",1,75,75,69,72,3,75,69,53,75,69,75,0,16,66,0,31,50,72,75,53,50,28,16,38,47,69,25,72,75,69,56,72,0,0,0,75,56,66,69,72,16,38,25,0,0,66,0,0,0,41,0,0,0,72,69,50,41,47,22,0,75,75,41,28,0,53,75,41,0,0,53,72,72,47,0,0,0,0,0,0,50,3,0,53,22,6,0,0.59,0
3,1,7113,"Steinmetze, Steinspalter, -bearbeiter und Steinbildhauer",7,53,47,53,47,13,50,38,47,50,47,50,44,0,47,31,47,41,66,56,47,38,19,35,25,19,28,44,53,56,50,50,35,38,0,31,56,44,53,53,63,69,41,47,31,38,63,50,25,31,35,53,56,41,53,50,44,41,38,38,25,56,44,35,38,16,50,44,56,63,31,41,50,53,53,56,66,56,63,69,25,38,44,3,35,60,31,35,0.89,na
1,3,8331,Busfahrer und Strassenbahnführer,8,53,53,50,44,0,56,25,53,66,41,60,72,0,44,31,72,35,50,50,35,41,0,41,19,25,25,38,50,50,50,28,25,25,0,28,66,25,50,60,69,35,50,63,47,35,69,25,44,69,56,28,31,72,50,50,63,41,66,50,44,60,50,28,69,25,66,44,47,63,44,25,66,56,69,35,66,72,25,35,44,41,78,0,35,50,41,66,0.029,na
1,3,8219,"Montageberufe, anderweitig nicht genannt",8,44,50,50,44,0,53,31,31,53,31,50,44,16,35,31,50,25,50,50,50,35,13,28,10,22,25,53,47,50,31,44,28,25,0,25,50,31,53,53,53,50,41,28,16,22,56,25,13,38,47,28,41,47,50,50,35,25,47,35,13,53,50,28,38,13,50,50,50,69,13,35,53,56,50,28,53,44,28,47,10,25,50,0,25,56,25,19,0.97,na
1,3,7531,"Herren- und Damenschneider, Kürschner und Hutmacher",7,44,41,47,38,0,44,25,41,50,28,50,31,0,28,25,38,22,50,53,28,25,22,28,35,19,16,28,41,41,41,25,25,25,0,25,50,50,50,50,47,31,47,25,3,0,69,10,0,41,28,25,25,35,41,50,41,28,41,25,0,66,47,25,25,10,47,44,72,53,0,47,41,50,38,19,72,47,25,25,0,25,63,0,22,72,31,19,0.84,na
3,2,3352,Fachkräfte in der Steuerverwaltung,3,53,75,50,56,0,56,38,47,75,50,75,10,16,47,0,19,56,72,50,47,47,13,0,19,22,16,25,50,50,56,31,38,0,3,0,75,31,69,69,72,22,19,6,0,0,69,0,0,0,38,6,0,0,75,53,50,41,47,16,0,75,75,47,31,0,47,66,28,22,0,44,75,75,44,0,22,0,0,0,0,53,16,0,53,31,22,0,0.93,1
1,3,5244,Telefonverkäufer,5,35,56,56,38,0,31,19,63,75,50,78,3,6,78,0,6,10,50,35,31,13,6,0,10,6,6,3,35,38,25,16,16,0,0,0,75,31,66,69,47,16,13,6,0,0,47,0,0,0,28,0,0,0,41,31,22,19,13,19,0,75,53,22,28,0,53,44,16,13,0,31,44,41,16,0,16,0,0,0,0,19,13,0,16,19,16,0,0.99,na
1,3,8154,Bediener von Bleich- und Färbemaschinen,8,47,47,41,38,16,50,28,25,50,25,47,60,10,25,41,69,38,47,50,25,25,16,41,16,16,19,47,41,44,28,25,28,38,19,38,50,35,50,44,50,50,56,31,22,28,60,25,16,53,38,31,38,50,50,50,50,38,53,35,16,53,44,25,41,16,53,38,50,56,16,38,53,53,50,28,66,47,38,50,13,38,66,6,35,53,41,31,0.97,na
1,3,8152,"Bediener von Web-, Strick- und Wirkmaschinen",8,38,44,31,35,3,53,28,28,50,22,47,50,6,16,38,60,22,47,41,28,28,6,38,19,13,13,47,38,35,25,25,25,31,16,31,50,28,47,47,53,56,47,25,3,19,53,22,0,41,28,22,47,50,44,44,44,25,47,38,6,53,44,25,50,10,53,38,50,56,0,25,47,47,35,25,72,63,44,41,6,25,66,6,25,66,31,35,0.73,na
1,3,4211,Schalterbedienstete und Fachkräfte im Bereich Finanzdienstleistungen,4,47,53,53,50,0,53,28,53,63,38,56,25,6,44,0,25,50,53,50,47,31,10,13,3,16,13,22,47,47,47,35,35,0,0,0,72,31,72,69,66,31,31,16,0,13,63,6,0,22,47,16,16,22,50,50,47,38,50,25,0,75,56,28,28,6,56,56,28,28,0,47,53,66,44,19,44,25,16,25,0,72,35,0,53,44,25,13,0.98,na
1,3,4223,Telefonisten,4,35,50,56,35,0,41,25,69,75,31,75,3,16,35,0,19,22,50,38,28,28,13,0,13,13,13,3,44,41,35,25,22,0,0,0,88,31,72,78,50,3,16,13,0,0,41,0,0,13,28,0,0,19,47,41,38,28,28,31,3,81,56,19,28,0,53,41,16,22,0,35,47,47,35,0,28,0,0,0,0,25,22,0,25,47,3,3,0.97,na
1,1,8151,"Bediener von Spinnstoffaufbereitungs-, Spinn- und Spulmaschinen",8,41,38,38,35,0,50,31,25,50,22,53,63,0,22,41,66,25,50,38,35,35,10,47,19,19,19,53,38,41,35,35,31,31,16,38,50,25,47,50,53,56,50,47,10,35,56,25,0,50,28,41,53,60,44,50,50,35,50,47,3,44,35,28,50,16,53,28,50,60,10,25,47,47,50,47,66,56,47,53,10,25,63,16,25,60,50,41,0.96,na
3,6,5113,Reiseleiter/Fremdenführer,5,44,50,56,31,0,50,16,53,56,28,72,3,0,41,0,19,25,47,50,35,31,16,0,19,0,6,6,28,50,31,25,22,0,0,0,78,31,53,72,50,31,25,16,22,10,50,19,3,0,44,13,6,0,47,35,31,25,25,22,3,75,53,44,25,3,47,47,25,13,0,31,47,47,53,22,13,10,25,13,6,25,10,0,25,10,6,0,0.057,na
1,3,7534,Polsterer und verwandte Berufe,7,50,53,47,41,6,50,28,47,50,35,50,44,0,38,31,47,38,63,50,38,44,22,35,28,28,25,44,50,44,50,35,31,41,6,38,50,50,47,50,56,53,69,50,25,19,72,31,22,38,31,47,53,41,47,50,50,38,47,38,25,50,56,25,41,31,50,41,66,75,22,47,50,53,47,44,75,69,38,50,25,41,69,6,38,75,28,38,0.39,na
4,7,2164,"Raum-, Stadt- und Verkehrsplaner",2,78,75,66,72,41,50,75,56,78,60,78,10,19,53,0,19,50,75,56,50,50,16,0,53,38,31,16,69,56,56,50,69,0,0,0,78,56,72,75,75,13,44,22,19,0,72,0,0,0,44,0,0,0,72,63,50,31,41,19,0,78,75,31,25,0,47,75,53,0,0,66,72,66,50,0,0,16,0,0,0,50,16,0,50,22,16,0,0.13,na
1,3,3240,Veterinärmedizinische Fachkräfte und Assistenten,3,47,53,50,53,41,53,25,53,63,28,50,25,6,28,16,28,44,56,50,47,28,19,25,22,25,31,28,47,50,47,28,28,16,0,16,60,31,50,50,56,50,31,25,0,25,53,25,0,25,38,25,50,25,50,47,50,25,38,41,0,60,50,28,31,10,50,56,31,53,0,31,53,56,47,28,50,50,35,44,0,44,31,10,44,50,25,19,0.029,na
1,3,5164,Tierpfleger und -betreuer,5,47,53,50,53,41,53,25,53,63,28,50,25,6,28,16,28,44,56,50,47,28,19,25,22,25,31,28,47,50,47,28,28,16,0,16,60,31,50,50,56,50,31,25,0,25,53,25,0,25,38,25,50,25,50,47,50,25,38,41,0,60,50,28,31,10,50,56,31,53,0,31,53,56,47,28,50,50,35,44,0,44,31,10,44,50,25,19,0.86,na
4,9,2250,Tierärzte,2,72,78,56,63,72,56,47,60,78,47,72,22,6,47,3,31,53,72,56,50,50,22,22,44,25,25,28,72,53,75,50,50,19,0,0,78,50,66,66,75,31,47,28,3,6,75,25,3,19,47,25,31,19,75,56,56,38,44,35,0,78,78,41,35,10,53,66,47,50,3,50,75,69,50,28,50,47,31,28,3,50,50,3,53,53,28,19,0.038,na
1,3,4321,Fachkräfte in der Lagerwirtschaft,4,47,56,50,47,13,53,35,50,50,38,53,25,19,47,19,41,47,60,47,38,44,10,19,6,16,16,50,47,50,44,35,31,19,0,16,56,31,53,50,60,35,44,22,16,16,75,25,13,22,44,25,35,35,50,60,53,31,56,31,16,56,60,38,38,16,56,53,38,44,16,28,53,56,50,25,47,31,25,31,13,50,41,0,50,50,13,16,0.95,na
